idx,caption,label,entities,factcheck_score,entailment_score,contradiction_score,neutral_score,wiki_context_length,status,n_chunks,top_chunks_used,avg_top_sim
144,Egyptian women gather to denounce sexual violence and harassment against women in Cairo,True,Egyptian|Cairo,0.024676,0.02665,0.001974,0.971376,1500,ok,10,2,0.04551202218249924
145,Ivanka Trump waits for the start of the third presidential debate at the Thomas Mack Center in Las Vegas,True,Ivanka Trump|the Thomas Mack Center|Las Vegas,0.000214,0.025541,0.025327,0.949133,1500,ok,12,2,0.06773977479641982
146,Cruz of Texas speaks at Woodrow Wilson Middle School in Terre Haute Ind,True,Cruz|Texas|Woodrow Wilson Middle School|Terre Haute Ind,-0.473689,0.232264,0.705953,0.061782,1500,ok,23,4,0.0866055345867596
147,Kelvin Sewell poses for a photo with Sarai White 9 outside the City Council chambers,True,Kelvin Sewell|Sarai White 9|City Council,0.984377,0.98501,0.000633,0.014358,1500,ok,5,1,0.04211301015751414
148,Villagers of Kabrit watch an ambulance as it prepares to unload the bodies of victims from the crashed Russian airplane,True,Kabrit|Russian,0.145873,0.166428,0.020555,0.813017,884,ok,2,1,0.06655067137822392
149,A Ferguson Police officer is overcome with emotion during a vigil held in honor of Jamyla Bolden on August 20 2015 in Ferguson Mo,True,Ferguson Police|Jamyla Bolden|Ferguson Mo,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
150,Tortola the capital of the British Virgin Islands sometimes referred to as the offshore capital of the world 17000 UK companies have been controlled from the BVI,True,Tortola|the British Virgin Islands|UK|BVI,0.000935,0.000988,5.3e-05,0.998959,1500,ok,27,4,0.15077575715874084
151,Charles II s lover Nell Gwyn as captured by an anonymous 17thcentury hand Click to see a larger uncropped version of the painting,True,Charles II s|Nell Gwyn,0.027976,0.029027,0.001051,0.969921,1500,ok,3,1,0.08707222529985652
152,The Twits are joined by new characters Handsome Waltzer Boy Yorkshire Terrier Man and Tattooed Fortune Teller Lady,True,Handsome Waltzer Boy|Yorkshire Terrier|Fortune Teller,0.000563,0.001233,0.00067,0.998097,1500,ok,15,2,0.07016160285354908
153,Bradley Manning arrives at a military court facility for the sentencing phase of his trial,True,Bradley Manning,0.001921,0.003852,0.001931,0.994218,1500,ok,5,1,0.09475388055811439
154,John Boehner said the House of Representatives would deal with immigration reform in chunks,True,John Boehner|the House of Representatives,0.005918,0.007696,0.001777,0.990527,1500,ok,11,2,0.08116973267059377
155,Jason Watkins and Monica Dolan as the warring couple in The Twits at the Royal Court adapted by Enda Walsh,True,Jason Watkins|Monica Dolan|the Royal Court|Enda Walsh,-0.00155,0.004817,0.006367,0.988816,1500,ok,28,4,0.08114527640194882
156,Fresh fringe Uncle Vanya at The Print Room a London fringe venue that opened in September 2010,True,Uncle Vanya|The Print Room a London,-0.001375,0.000972,0.002348,0.99668,1500,ok,8,1,0.03560754091934477
157,Holger Osieck exits as Socceroos coach with the Australian team s performance at rock bottom,True,Holger Osieck|Socceroos|Australian,-0.001148,0.00037,0.001518,0.998112,1500,ok,13,3,0.0823060166374151
158,There are likely to be tens of thousands of empty seats at Twickenham Stadium for the Heineken Cup semifinal between Saracens and Toulon,True,Twickenham Stadium|the Heineken Cup|Saracens|Toulon,0.097426,0.098145,0.000719,0.901136,1500,ok,18,3,0.055804517074735334
159,WH Smith has also bought the Wild Cards and Gifts chain in Australia in January which operates 50 small gift shops,True,WH Smith|the Wild Cards|Australia,0.696078,0.770958,0.074879,0.154163,1500,ok,12,2,0.07195935625522557
160,Amazon founder and chief executive Jeff Bezos has made an investment in financial news site Business Insider led by controversial former analyst Henry Blodget,True,Amazon|Jeff Bezos|Business Insider|Henry Blodget,0.14167,0.263097,0.121426,0.615477,1500,ok,31,4,0.10240204597613192
161,Vladimir Putin Angela Merkel Francois Hollande and Petro Poroshenko pose for a group photo during the Ukraine peace talks in Minsk,True,Vladimir Putin Angela Merkel Francois Hollande|Ukraine|Minsk,0.0006,0.001137,0.000537,0.998326,1500,ok,10,2,0.04017756410641954
162,Jean Dujardin in Lost in Rio one of the spoofspy OSS 117 films,True,Jean Dujardin|Rio|OSS,-0.008456,0.060878,0.069334,0.869788,1500,ok,33,3,0.09854737985324724
163,The Shakespeare of Shapiro s book is uncertain about his career,True,Shakespeare|Shapiro,0.001562,0.001785,0.000223,0.997992,1500,ok,10,2,0.09112284854944852
164,Former Mexican president Ernesto Zedillo in 2000 While in office in the 90s Zedillo began a war against Mexican cartels that exploded in the second half of the decade,True,Mexican|Ernesto Zedillo,0.008414,0.012178,0.003764,0.984058,1500,ok,12,2,0.09695039561406371
165,Those travelling to Heathrow by car could face a congestion charge under revised plans for the airport s expansion,True,Heathrow,-0.009212,0.006636,0.015848,0.977517,1500,ok,8,1,0.09971414249495693
166,The Pianist Adrien Brody s character Wadysaw Szpilman wins the sympathy of a Nazi officer amid the ruins of Warsaw by playing the Ballade,True,Adrien Brody|Wadysaw Szpilman|Nazi|Warsaw,0.003008,0.004486,0.001478,0.994036,1500,ok,15,3,0.03753173194268081
167,I happen to have a PhD in genetics but that technical knowledge does nt help me when writing about archaeology or physics,True,I|a PhD|genetics|technical knowledge,0.012722,0.019713,0.006992,0.973295,1500,ok,21,2,0.01849042410753455
168,Halifax says the economy is supporting housing demand others are less sure,True,Halifax,0.749462,0.811297,0.061835,0.126868,804,ok,13,1,0.061046930912825016
169,Flouting conventions Desmond Barrit in A Funny Thing Happened on the Way to the Forum at the Olivier theatre in 2004,True,Desmond Barrit|Forum|Olivier,-0.007894,0.003806,0.011701,0.984493,1500,ok,21,3,0.09879705263303669
170,Tokyo Japan A model on wheelchair presents a creation by designer Takafumi Tsuruta from his autumnwinter 20152016 collection for his brand tenbo during Tokyo Fashion Week,True,Tokyo|Japan|Takafumi Tsuruta|Tokyo Fashion Week,-0.003214,0.001889,0.005103,0.993008,1500,ok,9,3,0.14540737156803588
171,A Taser gun Farmer was walking away from PC Wright at the time and posed no threat an IPCC investigation found,True,Taser|Wright|IPCC,0.000969,0.001257,0.000288,0.998455,1500,ok,12,3,0.04522835589357874
172,A policeman has been awarded 60000 in damages in a high court judgment against the Times,True,Times,0.921346,0.922813,0.001467,0.07572,347,ok,15,1,0.05597793195598986
173,Output from industry in October was just 03 higher than a year ago and remains almost 5 below its precredit crunch peak,True,Output|industry|October|its precredit crunch peak,0.016023,0.022482,0.006459,0.971058,1500,ok,30,3,0.07976009411050362
174,Vatican City Pope Francis arrives at St Peter s square to lead his weekly general audience,True,Vatican City|Francis|St Peter s square,0.087262,0.101287,0.014025,0.884688,1500,ok,12,2,0.0992657484708067
175,Alexander Buttner right only made 15 appearances for Manchester United last season,True,Alexander Buttner|Manchester United,0.003883,0.009796,0.005913,0.984291,1500,ok,11,2,0.10386263525107331
176,A Bulgarian town s mayor has said his local side are insulting the community and has stepped in to take over coaching them,True,Bulgarian,0.086309,0.112854,0.026545,0.860601,647,ok,2,1,0.08789861350425626
177,Enda Kenny and David Cameron shown in a file photograph are visiting Belfast to try to bridge gaps between the Stormont parties,True,Enda Kenny|David Cameron|Belfast|Stormont,-0.071591,0.045894,0.117486,0.83662,1500,ok,23,4,0.03846286919226708
178,A graphic showing different energy sources that provide green energy at Hugh FearnleyWhittingstall s River Cottage,True,Hugh FearnleyWhittingstall s River Cottage,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
179,Lalitpur Nepal A woman working in the mustard fields of Khokana,True,Lalitpur Nepal A|Khokana,0.008412,0.009496,0.001084,0.989419,1500,ok,16,1,0.16103816273243163
180,A US military illustration from Project 1794 strongly resembles a flying saucer,True,US|Project 1794,0.001164,0.002248,0.001084,0.996668,1500,ok,8,2,0.04390368339669367
181,No problem with noisy neighbours at the Dubai International Cricket Stadium,True,the Dubai International Cricket Stadium,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
182,Edinburgh UK University fashion students Kikie McKenzie Alana Hilton Olivia Bright Julie Mills and Heather Dooley showcase their work created for the Edinburgh college of Art fashion show,True,Edinburgh|UK University|Kikie McKenzie|Alana Hilton,0.009601,0.010518,0.000916,0.988566,1500,ok,4,1,0.04344149762411444
183,Stargazers gathered in Northumberland National Park the only place in England granted Dark Sky Park status,True,Northumberland National Park|England|Dark Sky Park,-0.004273,0.001313,0.005586,0.993101,1500,ok,22,3,0.1580651635433706
184,Cumbria UK The aurora borealis over Derwentwater near Keswick in the Lake District See more amazing images here,True,Cumbria|UK|Derwentwater|Keswick,0.003946,0.004373,0.000428,0.995199,1500,ok,17,4,0.07767864815519553
185,In 2009 Donald Eugene Gates became the first man to be exonerated after being imprisoned on fantasy hair evidence,True,Donald Eugene Gates,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
186,Vladivostok Russia Cadets take part in a rally commemorating the first anniversary of the annexing of Crimea,True,Vladivostok|Crimea,-0.013813,0.002755,0.016568,0.980678,1500,ok,13,2,0.05110251153502647
187,Population ageing which increased steadily through the 20th century is set to intensify in the coming decades,True,Population ageing|which|the 20th century|the coming decades,0.001504,0.001999,0.000495,0.997506,1500,ok,6,2,0.06826242692158385
188,US defense secretary Leon Panetta has declared alQaida in the Islamic Maghreb responsible for the In Amenas attack,True,US|Leon Panetta|Islamic|Maghreb,0.001128,0.002524,0.001396,0.996079,1500,ok,24,4,0.03351242055091003
189,Sale s Danny Cipriani runs at the Cardiff Blues defence following his gamechanging introduction,True,Danny Cipriani|Cardiff Blues,-0.003267,0.003833,0.007099,0.989068,1500,ok,14,2,0.07636864253766164
190,Luis Suarez will serve a fourmonth ban for biting Italy s Giorgio Chiellini,True,Luis Suarez|Italy|Giorgio Chiellini,-0.000823,0.001466,0.002289,0.996245,1500,ok,15,3,0.03592487377178715
191,London UK The chancellor George Osborne prepares to pose for the media with the traditional red dispatch box outside his official residence at 11 Downing Street,True,London|UK|George Osborne|11 Downing Street,0.001516,0.001587,7.2e-05,0.998341,1500,ok,19,4,0.07089905910888358
192,Big star Renee Zellweger in Bridget Jones s Diary a third film could be on the way with a more slimline Bridget,True,Renee Zellweger|Bridget Jones|Bridget,-0.026651,0.001586,0.028237,0.970178,1500,ok,14,3,0.11004172477206452
193,The proposed new route for the Keystone XL pipeline in Neligh Nebraska,True,Keystone XL|Neligh Nebraska,0.003574,0.004542,0.000968,0.99449,1500,ok,3,1,0.21046277870691968
194,Barack Obama told an audience in Mount Holly North Carolina We ca nt just rely on fossil fuels from the last century,True,Barack Obama|Mount Holly North Carolina,-0.006441,0.031042,0.037482,0.931476,1500,ok,3,1,0.05191351152244178
195,Autumn Veatch was a passenger on a plane that crashed on Saturday with two other people on board She survived and walked out of the remote crash site,True,Autumn Veatch,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
196,Bee populations have collapsed across Europe with many scientists attributing this to the use of neonicotinoids,True,Europe,0.003051,0.005245,0.002193,0.992562,1500,ok,4,1,0.05684099913334745
197,The European health insurance card provides access to the health systems across the EU,True,European|EU,0.020397,0.025918,0.005521,0.968562,1500,ok,8,2,0.050942250497891584
198,Uber driver Karim Amrani sits in his car parked near the San Francisco International Airport parking area in San Francisco,True,Karim Amrani|the San Francisco International Airport|San Francisco,-0.003934,0.000868,0.004801,0.994331,1500,ok,9,2,0.12330978272146564
199,A fire engine arrives at a burning building after shelling in Maryinka village outside Donetsk in eastern Ukraine,True,Maryinka|Donetsk|Ukraine,0.064927,0.220206,0.15528,0.624514,1500,ok,15,3,0.06351516072880027
200,A statue of the virgin Mary holding an orb of light.,True,Mary,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
201,A dairy cow sticking its tongue out from inside its stall.,True,A dairy cow|its tongue|its stall,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
202,A clock sitting on a post above the statues of two birds.,True,A clock|a post|the statues|two birds,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
203,A girl holding a tennis racket in her hand while on the tennis court,True,A girl|a tennis racket|her hand|the tennis court,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
204,two dogs laying in a bed with thick covers,True,two dogs|a bed|thick covers,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
205,A clock hangs on a wall of a neglected building.,True,A clock|a wall|a neglected building,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
206,The skiers stood on top of the mountain.,True,The skiers|top|the mountain,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
207,Two dogs in a grassy field with one dog holding an orange disc.,True,Two dogs|a grassy field|one dog|an orange disc,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
208,An umpire is in jump action while the pitcher launches the ball.,True,An umpire|jump action|the pitcher|the ball,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
209,Man standing beneath large sail on beach with man controlling from distance.,True,Man|large sail|beach|distance,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
210,A child standing on the floor with a toothbrush in hand.,True,A child|the floor|a toothbrush|hand,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
211,A person looks at a very big computer monitor.,True,A person|a very big computer monitor,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
212,three people standing in front of trays of doughnuts and bagels,True,three people|front|trays|doughnuts,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
213,This is a picture of four stuffed animals.,True,This|a picture|four stuffed animals,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
214,A black and orange cat sitting on a wooden counter top.,True,A black and orange cat|a wooden counter top,0.0,0.5,0.5,0.0,0,no_wiki_result,0,0,0.0
