idx,caption,label,entities,factcheck_score,entailment_score,contradiction_score,neutral_score,wiki_context_length,status
164,Former Mexican president Ernesto Zedillo in 2000 While in office in the 90s Zedillo began a war against Mexican cartels that exploded in the second half of the decade,True,Mexican|Ernesto Zedillo,0.001692,0.003974,0.002282,0.993744,1550,ok
165,Those travelling to Heathrow by car could face a congestion charge under revised plans for the airport s expansion,True,Heathrow,-0.004211,0.00349,0.007701,0.988809,1181,ok
166,The Pianist Adrien Brody s character Wadysaw Szpilman wins the sympathy of a Nazi officer amid the ruins of Warsaw by playing the Ballade,True,Adrien Brody|Wadysaw Szpilman|Nazi|Warsaw,0.002014,0.002342,0.000328,0.99733,4533,ok
167,I happen to have a PhD in genetics but that technical knowledge does nt help me when writing about archaeology or physics,True,I|a PhD|genetics|technical knowledge,0.024281,0.02461,0.000329,0.975061,1771,ok
168,Halifax says the economy is supporting housing demand others are less sure,True,Halifax,0.001382,0.001629,0.000247,0.998123,158,ok
169,Flouting conventions Desmond Barrit in A Funny Thing Happened on the Way to the Forum at the Olivier theatre in 2004,True,Desmond Barrit|Forum|Olivier,0.629281,0.636244,0.006963,0.356792,265,ok
170,Tokyo Japan A model on wheelchair presents a creation by designer Takafumi Tsuruta from his autumnwinter 20152016 collection for his brand tenbo during Tokyo Fashion Week,True,Tokyo|Japan|Takafumi Tsuruta|Tokyo Fashion Week,0.000859,0.00459,0.00373,0.99168,4214,ok
171,A Taser gun Farmer was walking away from PC Wright at the time and posed no threat an IPCC investigation found,True,Taser|Wright|IPCC,0.000383,0.00087,0.000487,0.998643,4181,ok
172,A policeman has been awarded 60000 in damages in a high court judgment against the Times,True,Times,0.002906,0.003126,0.00022,0.996654,145,ok
173,Output from industry in October was just 03 higher than a year ago and remains almost 5 below its precredit crunch peak,True,Output|industry|October|its precredit crunch peak,0.012365,0.021046,0.008681,0.970274,1496,ok
174,Vatican City Pope Francis arrives at St Peter s square to lead his weekly general audience,True,Vatican City|Francis|St Peter s square,0.08408,0.094122,0.010042,0.895836,1547,ok
175,Alexander Buttner right only made 15 appearances for Manchester United last season,True,Alexander Buttner|Manchester United,-0.009234,0.005494,0.014728,0.979778,1710,ok
176,A Bulgarian town s mayor has said his local side are insulting the community and has stepped in to take over coaching them,True,Bulgarian,0.028412,0.036526,0.008114,0.95536,426,ok
177,Enda Kenny and David Cameron shown in a file photograph are visiting Belfast to try to bridge gaps between the Stormont parties,True,Enda Kenny|David Cameron|Belfast|Stormont,0.051526,0.354817,0.303292,0.341891,4575,ok
178,A graphic showing different energy sources that provide green energy at Hugh FearnleyWhittingstall s River Cottage,True,Hugh FearnleyWhittingstall s River Cottage,0.0,0.5,0.5,0.0,0,no_wiki_result
179,Lalitpur Nepal A woman working in the mustard fields of Khokana,True,Lalitpur Nepal A|Khokana,2.6e-05,0.000425,0.000398,0.999177,965,ok
180,A US military illustration from Project 1794 strongly resembles a flying saucer,True,US|Project 1794,0.001213,0.002632,0.001419,0.995948,2885,ok
181,No problem with noisy neighbours at the Dubai International Cricket Stadium,True,the Dubai International Cricket Stadium,0.0,0.5,0.5,0.0,0,no_wiki_result
182,Edinburgh UK University fashion students Kikie McKenzie Alana Hilton Olivia Bright Julie Mills and Heather Dooley showcase their work created for the Edinburgh college of Art fashion show,True,Edinburgh|UK University|Kikie McKenzie|Alana Hilton,0.001501,0.001648,0.000148,0.998204,1512,ok
183,Stargazers gathered in Northumberland National Park the only place in England granted Dark Sky Park status,True,Northumberland National Park|England|Dark Sky Park,0.001808,0.002457,0.000648,0.996895,3197,ok
184,Cumbria UK The aurora borealis over Derwentwater near Keswick in the Lake District See more amazing images here,True,Cumbria|UK|Derwentwater|Keswick,0.006227,0.007256,0.001029,0.991715,4564,ok
185,In 2009 Donald Eugene Gates became the first man to be exonerated after being imprisoned on fantasy hair evidence,True,Donald Eugene Gates,0.0,0.5,0.5,0.0,0,no_wiki_result
186,Vladivostok Russia Cadets take part in a rally commemorating the first anniversary of the annexing of Crimea,True,Vladivostok|Crimea,-0.918625,0.002298,0.920923,0.076779,3024,ok
187,Population ageing which increased steadily through the 20th century is set to intensify in the coming decades,True,Population ageing|which|the 20th century|the coming decades,0.004639,0.005466,0.000827,0.993707,1719,ok
188,US defense secretary Leon Panetta has declared alQaida in the Islamic Maghreb responsible for the In Amenas attack,True,US|Leon Panetta|Islamic|Maghreb,0.002758,0.003748,0.00099,0.995262,6043,ok
189,Sale s Danny Cipriani runs at the Cardiff Blues defence following his gamechanging introduction,True,Danny Cipriani|Cardiff Blues,-0.000521,0.000435,0.000956,0.998609,1558,ok
190,Luis Suarez will serve a fourmonth ban for biting Italy s Giorgio Chiellini,True,Luis Suarez|Italy|Giorgio Chiellini,0.000515,0.002003,0.001488,0.996509,4544,ok
191,London UK The chancellor George Osborne prepares to pose for the media with the traditional red dispatch box outside his official residence at 11 Downing Street,True,London|UK|George Osborne|11 Downing Street,0.000713,0.001333,0.000621,0.998046,5491,ok
192,Big star Renee Zellweger in Bridget Jones s Diary a third film could be on the way with a more slimline Bridget,True,Renee Zellweger|Bridget Jones|Bridget,-0.004159,0.004378,0.008537,0.987085,4511,ok
193,The proposed new route for the Keystone XL pipeline in Neligh Nebraska,True,Keystone XL|Neligh Nebraska,0.002696,0.003521,0.000825,0.995655,1514,ok
194,Barack Obama told an audience in Mount Holly North Carolina We ca nt just rely on fossil fuels from the last century,True,Barack Obama|Mount Holly North Carolina,0.0,0.5,0.5,0.0,0,no_wiki_result
195,Autumn Veatch was a passenger on a plane that crashed on Saturday with two other people on board She survived and walked out of the remote crash site,True,Autumn Veatch,0.0,0.5,0.5,0.0,0,no_wiki_result
196,Bee populations have collapsed across Europe with many scientists attributing this to the use of neonicotinoids,True,Europe,0.0,0.5,0.5,0.0,0,no_wiki_result
197,The European health insurance card provides access to the health systems across the EU,True,European|EU,0.0,0.5,0.5,0.0,0,no_wiki_result
198,Uber driver Karim Amrani sits in his car parked near the San Francisco International Airport parking area in San Francisco,True,Karim Amrani|the San Francisco International Airport|San Francisco,0.0,0.5,0.5,0.0,0,no_wiki_result
199,A fire engine arrives at a burning building after shelling in Maryinka village outside Donetsk in eastern Ukraine,True,Maryinka|Donetsk|Ukraine,0.0,0.5,0.5,0.0,0,no_wiki_result
200,A statue of the virgin Mary holding an orb of light.,True,Mary,0.0,0.5,0.5,0.0,0,no_wiki_result
201,A dairy cow sticking its tongue out from inside its stall.,True,A dairy cow|its tongue|its stall,0.0,0.5,0.5,0.0,0,no_wiki_result
202,A clock sitting on a post above the statues of two birds.,True,A clock|a post|the statues|two birds,0.0,0.5,0.5,0.0,0,no_wiki_result
203,A girl holding a tennis racket in her hand while on the tennis court,True,A girl|a tennis racket|her hand|the tennis court,0.0,0.5,0.5,0.0,0,no_wiki_result
204,two dogs laying in a bed with thick covers,True,two dogs|a bed|thick covers,0.0,0.5,0.5,0.0,0,no_wiki_result
205,A clock hangs on a wall of a neglected building.,True,A clock|a wall|a neglected building,0.0,0.5,0.5,0.0,0,no_wiki_result
206,The skiers stood on top of the mountain.,True,The skiers|top|the mountain,0.0,0.5,0.5,0.0,0,no_wiki_result
207,Two dogs in a grassy field with one dog holding an orange disc.,True,Two dogs|a grassy field|one dog|an orange disc,0.0,0.5,0.5,0.0,0,no_wiki_result
208,An umpire is in jump action while the pitcher launches the ball.,True,An umpire|jump action|the pitcher|the ball,0.0,0.5,0.5,0.0,0,no_wiki_result
209,Man standing beneath large sail on beach with man controlling from distance.,True,Man|large sail|beach|distance,0.0,0.5,0.5,0.0,0,no_wiki_result
210,A child standing on the floor with a toothbrush in hand.,True,A child|the floor|a toothbrush|hand,0.0,0.5,0.5,0.0,0,no_wiki_result
211,A person looks at a very big computer monitor.,True,A person|a very big computer monitor,0.0,0.5,0.5,0.0,0,no_wiki_result
212,three people standing in front of trays of doughnuts and bagels,True,three people|front|trays|doughnuts,0.0,0.5,0.5,0.0,0,no_wiki_result
213,This is a picture of four stuffed animals.,True,This|a picture|four stuffed animals,0.0,0.5,0.5,0.0,0,no_wiki_result
214,A black and orange cat sitting on a wooden counter top.,True,A black and orange cat|a wooden counter top,0.0,0.5,0.5,0.0,0,no_wiki_result
215,A kid is holding two hot dogs in a room of kids.,True,A kid|two hot dogs|a room|kids,0.0,0.5,0.5,0.0,0,no_wiki_result
216,A dog runs after a frisbee by a fence.,True,A dog|a frisbee|a fence,0.0,0.5,0.5,0.0,0,no_wiki_result
217,A man sits in a coffee shop working on his laptop computer.,True,A man|a coffee shop|his laptop computer,0.0,0.5,0.5,0.0,0,no_wiki_result
218,a electric sign sits next to a park,True,a electric sign|a park,0.0,0.5,0.5,0.0,0,no_wiki_result
219,A person carrying a crate on their shoulder that is full of bananas.,True,A person|a crate|their shoulder|that,0.0,0.5,0.5,0.0,0,no_wiki_result
220,A plate of food being heated in a microwave.,True,A plate|food|a microwave,0.0,0.5,0.5,0.0,0,no_wiki_result
221,Number of street signs in front of a big building.,True,Number|street signs|front|a big building,0.0,0.5,0.5,0.0,0,no_wiki_result
222,"A cake with white icing, mint leaves and strawberries.",True,A cake|white icing|mint leaves|strawberries,0.0,0.5,0.5,0.0,0,no_wiki_result
223,A girl is taking a selfie while brushing her teeth.,True,A girl|a selfie|her teeth,0.0,0.5,0.5,0.0,0,no_wiki_result
224,a baseball player swinging a bat at a ball,True,a baseball player|a bat|a ball,0.0,0.5,0.5,0.0,0,no_wiki_result
225,A man walking with a sign next to a row of buses.,True,A man|a sign|a row|buses,0.0,0.5,0.5,0.0,0,no_wiki_result
226,A teddy bear sitting in front of a pile of boxes.,True,A teddy bear|front|a pile|boxes,0.0,0.5,0.5,0.0,0,no_wiki_result
227,"A selection of pears, orange, and watermelons on display.",True,A selection|pears|orange|watermelons,0.0,0.5,0.5,0.0,0,no_wiki_result
228,a few goats in a big grassy field out doors,True,a few goats|a big grassy field|doors,0.0,0.5,0.5,0.0,0,no_wiki_result
229,A group of people that are inside of the water.,True,A group|people|that|the water,0.0,0.5,0.5,0.0,0,no_wiki_result
230,A plate of hot dog on a table with a glass,True,A plate|hot dog|a table|a glass,0.0,0.5,0.5,0.0,0,no_wiki_result
231,A gathering of people and several motor bikes.,True,A gathering|people|several motor bikes,0.0,0.5,0.5,0.0,0,no_wiki_result
232,A large long train with man inside on the track.,True,A large long train|man|the track,0.0,0.5,0.5,0.0,0,no_wiki_result
233,The group of friends is riding down the beach.,True,The group|friends|the beach,0.0,0.5,0.5,0.0,0,no_wiki_result
234,"Two people at a restaurant, one of whom is looking at a cellphone.",True,Two people|a restaurant|whom|a cellphone,0.0,0.5,0.5,0.0,0,no_wiki_result
235,people enjoying a game of kick ball with many younger ones involved,True,people|a game|kick ball|many younger ones,0.0,0.5,0.5,0.0,0,no_wiki_result
236,a kid rides a skate board up a wall,True,a kid|a skate board|a wall,0.0,0.5,0.5,0.0,0,no_wiki_result
237,A lone surfer carries his board next to the shore.,True,A lone surfer|his board|the shore,0.0,0.5,0.5,0.0,0,no_wiki_result
238,A young girl that is in a very clean and well stocked kitchen.,True,A young girl|that|a very clean and well stocked kitchen,0.0,0.5,0.5,0.0,0,no_wiki_result
239,A polar bear opening its mouth while standing on a rock.,True,A polar bear|its mouth|a rock,0.0,0.5,0.5,0.0,0,no_wiki_result
240,A tennis player is swinging at a tennis ball on a sunny day.,True,A tennis player|a tennis ball|a sunny day,0.0,0.5,0.5,0.0,0,no_wiki_result
241,A large yellow school bus stopping on a road.,True,A large yellow school bus|a road,0.0,0.5,0.5,0.0,0,no_wiki_result
242,A man and a boy hold video controllers on opposite sides of a dining table containing a projector.,True,A man|a boy|video controllers|opposite sides,0.0,0.5,0.5,0.0,0,no_wiki_result
243,Two woman leaning against a wall wearing baby slings.,True,Two woman|a wall|baby slings,0.0,0.5,0.5,0.0,0,no_wiki_result
244,A dog sits waiting while his owner cuts some meat.,True,A dog|his owner|some meat,0.0,0.5,0.5,0.0,0,no_wiki_result
245,A stop sign at the end of the road.,True,A stop sign|the end|the road,0.0,0.5,0.5,0.0,0,no_wiki_result
246,A herd of elephants walking across a body of water.,True,A herd|elephants|a body|water,0.003653,0.004543,0.00089,0.994568,1508,ok
247,cereal and juice are placed on top of a fridge,True,cereal|juice|top|a fridge,0.000539,0.001134,0.000596,0.99827,2640,ok
248,a shelf with a lot of assorted colorful fruit for sale,True,a shelf|a lot|assorted colorful fruit|sale,0.009139,0.014876,0.005737,0.979388,190,ok
249,"A blender, bottle, glass and cutting board with knife on a counter.",True,A blender|bottle|glass|board,0.013891,0.01672,0.002829,0.980452,1877,ok
250,the difference between the local and tourist specials on this menu,True,the difference|the local and tourist specials|this menu,0.011134,0.013929,0.002796,0.983275,256,ok
251,someone rented a part of central park for a party today,True,someone|a part|central park|a party,0.035671,0.0373,0.001629,0.961071,2751,ok
252,this bizarre textile flooring is neither textile nor carpeting its porcelain tile,True,this bizarre textile flooring|neither textile|its porcelain tile,0.0,0.5,0.5,0.0,0,no_wiki_result
253,the employee area of this fastfood restaurant has had an access code in the pattern of triangle for a long time,True,the employee area|this fastfood restaurant|an access code|the pattern,0.0,0.5,0.5,0.0,0,no_wiki_result
254,family dog that ran away after a car crash found alive six days later,True,family dog|that|a car crash,0.183425,0.287717,0.104292,0.60799,1219,ok
255,this sink at chicago ohare airport has soap water and a hand dryer from left to right,True,chicago ohare airport,0.0,0.5,0.5,0.0,0,no_wiki_result
256,toronto police officer dyes hair pink to fight bullying and homophobia,True,toronto,-0.996216,0.000882,0.997098,0.00202,1510,ok
257,dying us soldier fighting for the right to sue military over medical malpractice,True,us soldier|the right|military|medical malpractice,0.020949,0.022274,0.001325,0.976401,4877,ok
258,after two degree sunny days this snow pile is holding on in minneapolis,True,minneapolis,0.000866,0.001539,0.000673,0.997787,1514,ok
259,small business launches positivity campaign to share a nice thought about someone on social media,True,small business|positivity campaign|a nice thought|someone,-6.4e-05,0.000259,0.000323,0.999417,1549,ok
260,gavin free from roosterteeth and the slo mo guys suspended in mid air,True,gavin free,0.0,0.5,0.5,0.0,0,no_wiki_result
261,david barton if theres no prayer at a public school graduation thats a promotion of atheism,True,david barton,0.0,0.5,0.5,0.0,0,no_wiki_result
262,whats the market price for douche these days ldu coffee in dallas tx,True,dallas|tx,0.003389,0.003766,0.000376,0.995858,1569,ok
263,a child clutching his soldier father gazes upward while his father lifts his wife from the ground to wish her a merry christmas x,True,a child|his soldier father|his father|his wife,0.0,0.5,0.5,0.0,0,no_wiki_result
264,ed sheeran not believing his luck at the victorias secret party,True,ed sheeran|the victorias secret party,0.008218,0.013594,0.005377,0.981029,1513,ok
265,in the room where theyre holding lunch detention theres this robot on the wall made of pipes,True,the room|they|lunch detention|this robot,0.787451,0.804418,0.016967,0.178615,1603,ok
266,a twitter hashtag probably doesnt prove feminists want to kill all men,True,a twitter hashtag|feminists|all men,0.000199,0.000229,3e-05,0.99974,1512,ok
267,a few of these logos are flipped on rightside up bottles,True,these logos|rightside up bottles,0.0,0.5,0.5,0.0,0,no_wiki_result
268,the reflection of madison square garden in this building looks like a continuation of the building behind it,True,madison square,0.0,0.5,0.5,0.0,0,no_wiki_result
269,the wood grain on this pallet looks like a ducks head,True,the wood grain|this pallet|a ducks head,0.0,0.5,0.5,0.0,0,no_wiki_result
270,officiary had posted photo on the background of new painted wall to show that government are doing something for city,True,officiary|photo|the background|new painted wall,0.029662,0.031441,0.00178,0.966779,1230,ok
271,this statue in the anzac memorial in sydney australia embodies and honors the pain the mothers wives and lovers of slain veterans of the great war went through,True,sydney australia,0.0,0.5,0.5,0.0,0,no_wiki_result
272,this big snail with a slug catching a ride and the wee snail trying to keep up,True,this big snail|a slug|a ride|the wee snail,0.0,0.5,0.5,0.0,0,no_wiki_result
273,sandy hook truther caught in virginia with signs stolen from playgrounds built for newtown victims police,True,sandy|virginia|newtown,-0.02393,0.006557,0.030486,0.962957,1571,ok
274,star wars fan forced to sell ft atst replica because girlfriend doesnt like it,True,star wars fan|ft atst replica|girlfriend|it,0.004185,0.004737,0.000552,0.994711,509,ok
275,dropped the eggs a little too quickly while boiling and they cracked,True,the eggs|they,0.96827,0.968841,0.000571,0.030588,91,ok
276,a good day for rescuers of missing yearold found in vacant home,True,a good day|rescuers|vacant home,0.180004,0.212058,0.032055,0.755887,29,ok
277,this usb to micro usb cable that can goes in both ways,True,usb to micro usb cable,0.0,0.5,0.5,0.0,0,no_wiki_result
278,denzel washington hanging out with liev schreiber meryl streep and his broken finger,True,denzel washington|liev|schreiber meryl streep,0.300482,0.375748,0.075266,0.548986,3028,ok
279,trump supporters barricaded in wetherspoons by police after being surrounded by protesters,True,trump,0.00162,0.00339,0.00177,0.99484,1508,ok
280,emt in venom walks away infected with their hair covering up the m creating et extraterrestrial a nice spielberg homage,True,emt|spielberg,-7e-06,0.000397,0.000404,0.999199,1543,ok
281,this guy was walking around acl with a crayon in his backpack,True,this guy|acl|a crayon|his backpack,0.004854,0.005001,0.000147,0.994853,23,ok
282,the smoothness of this statue from where it has been touched,True,the smoothness|this statue|it,0.001197,0.002843,0.001646,0.995512,76,ok
283,the label on this beer can reads std from the side this beer is not for sharing,True,the label|this beer|std|the side,0.0001,0.000426,0.000326,0.999248,1506,ok
284,swirled cocoa powder in a dry metal bowl while making brownies,True,cocoa powder|a dry metal bowl|brownies,0.00071,0.000928,0.000219,0.998853,955,ok
285,fixture from car broke off in painting machine during assembly at bmw and got excessively repainted,True,bmw,-0.005765,0.002733,0.008497,0.98877,1506,ok
286,cute sax players get engaged while busking in boston public gardens,True,boston,0.000404,0.000621,0.000217,0.999162,1509,ok
287,this handloom lists sick people and shut ins as part of their ideal customers,True,this handloom lists|sick people|ins|part,-0.608368,0.085919,0.694287,0.219794,71,ok
288,the seagull footprints around this trash can with a bagel in it,True,the seagull footprints|this trash can|a bagel|it,0.002295,0.004097,0.001802,0.994101,76,ok
289,found this shrine to mr t in a small shop in decatur ga dont buy only admire,True,decatur ga,0.0,0.5,0.5,0.0,0,no_wiki_result
290,realized mid way through a puzzle that one of the images on the cover was different from the actual puzzle,True,mid way|a puzzle|that|the images,0.004758,0.00938,0.004622,0.985998,686,ok
291,this keyboard indicates whether or not it can detect solar power with a happy and a sad face,True,this keyboard|it|solar power,0.001182,0.001312,0.000131,0.998557,1591,ok
292,people of nunavut canada tired of paying for coffee lb for chicken for a bottle of v for cabbage,True,nunavut canada,0.0,0.5,0.5,0.0,0,no_wiki_result
293,columbine survivors still struggle years later after florida school shooting bi,True,columbine|florida,-0.004172,0.00137,0.005542,0.993088,1546,ok
294,the animal on the front dictates the size and strength of the brace bands collect them all,True,the animal|the front|the size|strength,0.017323,0.017576,0.000254,0.98217,33,ok
295,this nearly perfectly spherical rock at the seven sisters in the uk,True,uk,-0.021717,0.024758,0.046475,0.928767,1505,ok
296,this pile of pine needles formed molded in a traffic cone,True,this pile|pine needles|a traffic cone,0.0,0.5,0.5,0.0,0,no_wiki_result
297,mallet used almost exclusively by right handed people for the better part of years,True,mallet|right handed people|the better part|years,0.016567,0.027405,0.010838,0.961757,1700,ok
298,the way this tree grew out of the side of this mountain trail,True,the way|this tree|the side|this mountain trail,0.001053,0.001106,5.2e-05,0.998842,31,ok
299,this bathroom has lights above the stalls to indicate whether theyre vacant or occupied,True,this bathroom|lights|the stalls|they,0.011168,0.011832,0.000665,0.987503,220,ok
300,The Chrysler Building has yet to be surpassed in height.,Fake,The Chrysler Building,-0.032777,0.019867,0.052644,0.927488,1524,ok
301,Peking University is in Thailand.,Fake,Peking University|Thailand,0.006003,0.018098,0.012096,0.969806,2864,ok
302,Magic Johnson did not play for the Lakers.,Fake,Magic Johnson,-0.999679,6.8e-05,0.999747,0.000185,1516,ok
303,Rupert Murdoch is the Chairman of FOX News.,Fake,Rupert Murdoch|FOX News,0.005925,0.006315,0.00039,0.993295,3029,ok
304,Juventus F.C. rejected their traditional black-and-white-striped home uniform in 1903.,Fake,Juventus F.C.,-0.39306,0.275892,0.668952,0.055155,1516,ok
305,Uranium-235 was discovered by Arthur Jeffrey Dempster in 2005.,Fake,Arthur Jeffrey Dempster,0.003023,0.004094,0.00107,0.994836,313,ok
306,"The United Nations Charter was signed on April 26, 1945.",Fake,The United Nations Charter,0.0,0.5,0.5,0.0,0,no_wiki_result
307,John Krasinski is an astronaut.,Fake,John Krasinski,-0.005517,0.005505,0.011022,0.983473,1378,ok
308,Psych is a professional roller derby athlete.,Fake,Psych|a professional roller derby athlete,0.000443,0.00174,0.001296,0.996964,1508,ok
309,Robert Palmer (writer) isn't a journalist.,Fake,Robert Palmer,0.000385,0.000582,0.000198,0.99922,1075,ok
310,Black Canary is real.,Fake,Black Canary,0.00144,0.001791,0.000351,0.997858,1515,ok
311,Sidse Babett Knudsen works in radio.,Fake,Sidse Babett Knudsen,-0.000588,0.000695,0.001283,0.998022,1050,ok
312,Randy Savage is a basketball player.,Fake,Randy Savage,0.008997,0.011833,0.002837,0.98533,1515,ok
313,Carlos Santana is a US president.,Fake,Carlos Santana|US,0.00651,0.012175,0.005664,0.982161,2533,ok
314,Bermuda Triangle is in the western part of the Himalayas.,Fake,Bermuda Triangle|Himalayas,-0.995228,0.000853,0.996082,0.003065,2122,ok
315,Ashley Cole plays for the Portland Timbers.,Fake,Ashley Cole|the Portland Timbers,0.003462,0.003952,0.00049,0.995558,1514,ok
316,Connie Nielsen is an English politician.,Fake,Connie Nielsen,-0.060317,0.005767,0.066084,0.928149,918,ok
317,Colin Kaepernick is a poker player.,Fake,Colin Kaepernick,-0.014824,0.01229,0.027114,0.960596,1519,ok
318,New Orleans Pelicans compete in the National Football Association.,Fake,New Orleans|the National Football Association,-0.976144,0.001252,0.977396,0.021352,1514,ok
319,The United Nations Charter was signed in Germany.,Fake,The United Nations Charter|Germany,0.000596,0.0047,0.004104,0.991196,1510,ok
320,John Deighton had healthy legs his entire life.,Fake,John Deighton,0.000677,0.000906,0.000229,0.998865,211,ok
321,Neil Diamond is a Canadian bullfighter.,Fake,Neil Diamond|Canadian,0.000105,0.001607,0.001502,0.996891,2704,ok
322,Matthew Gray Gubler is a magician.,Fake,Matthew Gray Gubler,-0.958714,0.000923,0.959638,0.039439,453,ok
323,Dreamer (2005 film) is a Canadian sports film.,Fake,Dreamer|Canadian,0.001075,0.001175,0.000101,0.998724,1543,ok
324,Rob Sheridan is a Canadian graphic designer.,Fake,Rob Sheridan|Canadian,-0.011798,0.000549,0.012347,0.987104,1900,ok
325,Pharrell Williams does not play drums.,Fake,Pharrell Williams,-0.001294,0.000523,0.001817,0.99766,1520,ok
326,Scotty Moore was a sandwich engineer.,Fake,Scotty Moore,0.000858,0.002026,0.001168,0.996805,903,ok
327,"Tesla, Inc. specializes in dolls.",Fake,"Tesla, Inc.",-0.001695,0.001929,0.003623,0.994448,1514,ok
328,The Lincoln-Douglas debates happened in a car.,Fake,Lincoln,0.000805,0.003988,0.003183,0.992829,339,ok
329,Terry Crews played professional hockey.,Fake,Terry Crews,-0.002078,0.01119,0.013268,0.975542,1434,ok
330,Youtube is a hotel.,Fake,Youtube,0.001138,0.001212,7.3e-05,0.998715,1510,ok
331,Terry Crews played in the MLB.,Fake,Terry Crews|MLB,0.002179,0.01224,0.010061,0.977699,2941,ok
332,Tottenham Hotspur F.C. is Chinese.,Fake,Tottenham Hotspur F.C.|Chinese,0.026162,0.03172,0.005558,0.962722,2959,ok
333,Weekly Idol is hosted by Yoo Jae Suk.,Fake,Yoo Jae Suk,0.000276,0.000312,3.6e-05,0.999653,561,ok
334,Ron Weasley is part of the Twilight series.,Fake,Ron Weasley,-0.013451,0.018695,0.032146,0.94916,716,ok
335,Tremont Street Subway is incapable of being a tunnel.,Fake,Tremont Street Subway,-0.940548,0.001561,0.942109,0.05633,636,ok
336,The Cincinnati Kid is a TV show.,Fake,The Cincinnati Kid,-0.005837,0.001563,0.0074,0.991036,1156,ok
337,"Camden, New Jersey is a publication.",Fake,Camden|New Jersey,-0.011142,0.01017,0.021312,0.968519,1543,ok
338,Juventus F.C. is the second oldest ultimate frisbee club in Italy.,Fake,Juventus F.C.|frisbee|Italy,0.094536,0.126231,0.031695,0.842074,4536,ok
339,The Mirny (sloop-of-war) was only a plane.,Fake,Mirny,0.088056,0.093758,0.005702,0.90054,80,ok
340,The New York Knicks compete in the National Football League (NFL).,Fake,New York|Knicks|the National Football League|NFL,0.049386,0.0626,0.013213,0.924187,4775,ok
341,The first inauguration of Bill Clinton was on the West Front of the White House lawn.,Fake,Bill Clinton|the West Front of|White House,0.000229,0.002267,0.002038,0.995695,3030,ok
342,Aarhus is the second-smallest city in Denmark.,Fake,Aarhus|Denmark,0.048526,0.171197,0.122671,0.706131,3020,ok
343,Marvel vs. Capcom: Infinite is a mobile game.,Fake,Capcom: Infinite,0.0,0.5,0.5,0.0,0,no_wiki_result
344,Awkward Black Girl is a television series.,Fake,Awkward Black Girl|a television series,-9.3e-05,0.000151,0.000243,0.999606,900,ok
345,The Dark Tower is a haunted lighthouse in Greece.,Fake,The Dark Tower|Greece,0.000912,0.002085,0.001173,0.996741,1551,ok
346,Saxony is the tenth largest German cat.,Fake,Saxony|German,0.005621,0.007623,0.002002,0.990374,1854,ok
347,The University of Illinois at Chicago is a high school.,Fake,The University of Illinois at Chicago,0.0,0.5,0.5,0.0,0,no_wiki_result
348,Victoria Palace Theatre is on the same side as a central London railway terminus.,Fake,Victoria Palace Theatre|London,0.00047,0.001191,0.000721,0.998088,1904,ok
349,The Penibaetic System is an organization of cattle ranches.,Fake,The Penibaetic System,0.0,0.5,0.5,0.0,0,no_wiki_result
350,Kevin Durant played one season of college lacrosse for the University of Texas.,Fake,Kevin Durant|the University of Texas,-0.149511,0.078544,0.228055,0.693402,3042,ok
351,George Foreman was named one of the 25 worst fighters of the past 80 years by The Ring magazine.,Fake,George Foreman|The Ring,0.114395,0.146444,0.032049,0.821507,1551,ok
352,Slovenia is an island nation.,Fake,Slovenia,-0.992665,0.000419,0.993084,0.006497,1511,ok
353,Hulk's most usual color is purple.,Fake,Hulk,0.019348,0.021393,0.002045,0.976562,1507,ok
354,SpaceX is a private university.,Fake,SpaceX,0.002071,0.005544,0.003473,0.990983,1509,ok
355,Wi-Fi is a trademark of Microsoft.,Fake,Wi-Fi|Microsoft,0.012098,0.014347,0.00225,0.983403,3021,ok
356,Prison Break aired on television.,Fake,Prison Break|television,0.000486,0.002204,0.001718,0.996077,3029,ok
357,The brown bear is an herbivore.,Fake,The brown bear|an herbivore,0.0,0.5,0.5,0.0,0,no_wiki_result
358,Unpredictable was only a book.,Fake,only a book,0.0,0.5,0.5,0.0,0,no_wiki_result
359,Felicity Jones appeared in Downton Abbey.,Fake,Felicity Jones|Downton Abbey,-0.003174,0.000709,0.003884,0.995407,2746,ok
360,The Incredible Hulk is a 2016 film.,Fake,The Incredible Hulk,0.023997,0.025355,0.001358,0.973287,1522,ok
361,Saw VI is an American novel.,Fake,Saw VI|American,-0.980942,0.004365,0.985307,0.010328,2176,ok
362,RMS Titanic was a train.,Fake,RMS Titanic,0.000265,0.000513,0.000248,0.999239,1514,ok
363,Helike was a modern city.,Fake,Helike|a modern city,0.006458,0.010828,0.004369,0.984803,777,ok
364,Mark Romanek only worked in the medical field.,Fake,Mark Romanek,-0.00727,0.045764,0.053034,0.901202,860,ok
365,Blizzard Entertainment created World of Warcraft in 2005.,Fake,Blizzard Entertainment,-0.999853,1.1e-05,0.999864,0.000125,1525,ok
366,"The jackfruit is a multiple fruit, composed of 5 individual flowers.",Fake,The jackfruit|a multiple fruit|5 individual flowers,0.0,0.5,0.5,0.0,0,no_wiki_result
367,The Economic Times is a serial publication only containing advertising.,Fake,The Economic Times,0.000831,0.000967,0.000137,0.998896,1035,ok
368,Mission: Impossible aired on CBS beginning in 1963.,Fake,CBS,0.002324,0.004843,0.00252,0.992637,1125,ok
